,solver,r,c,time,comp,sing_values,expl_var
115,randomized,10000,300,0.1908006509145101,0.6,,
116,full,80000,600,2.395391766230265,0.1,,
117,randomized,80000,700,1.4237834294637044,0.1,,
118,full,100000,200,1.0054742813110351,0.2,,
119,full,80000,600,2.396510601043701,0.6,,
120,full,20000,1000,1.2529135386149088,0.3,,
121,full,70000,1000,4.089841699600219,0.1,,
122,randomized,80000,300,0.4241634209950765,0.1,,
123,full,80000,900,4.029364204406738,0.5,,
124,randomized,50000,700,1.903964630762736,0.3,,
125,randomized,90000,1000,2.616725794474284,0.1,,
126,randomized,90000,500,0.983794339497884,0.1,,
127,randomized,10000,100,0.0434224764506022,0.6,,
128,full,50000,300,0.5761133035024008,0.3,,
129,randomized,20000,700,1.1751216252644856,0.5,,
130,full,40000,200,0.2796368916829427,0.3,,
131,full,10000,600,0.2971682707468668,0.1,,
132,full,100000,300,1.4122529824574788,0.2,,
133,randomized,60000,300,1.61247452100118,0.6,,
134,randomized,80000,400,1.181035820643107,0.2,,
135,full,70000,200,0.606173308690389,0.3,,
136,full,30000,900,1.482309834162394,0.4,,
137,full,30000,500,0.5961265881856282,0.5,,
138,full,100000,500,2.52573660214742,0.4,,
139,full,40000,100,0.1459240436553955,0.4,,
140,full,90000,300,1.227343002955119,0.6,,
141,full,40000,100,0.1519526481628418,0.5,,
142,full,100000,300,1.4149162610371908,0.1,,
143,randomized,90000,300,0.8936373551686605,0.2,,
144,randomized,90000,400,1.353925879796346,0.2,,
145,randomized,80000,900,5.561764144897461,0.4,,
146,full,90000,100,0.5880361239115397,0.2,,
147,full,30000,500,0.6286848545074463,0.1,,
148,full,40000,600,1.1366666475931804,0.1,,
149,randomized,70000,200,0.5952302932739257,0.3,,
150,full,50000,700,1.7297809918721516,0.3,,
151,randomized,100000,700,6.286529556910197,0.5,,
152,randomized,100000,100,0.4672977288564046,0.3,,
153,randomized,80000,500,2.5572036584218343,0.3,,
154,randomized,80000,700,3.270202414194743,0.3,,
155,full,90000,600,2.761514250437419,0.2,,
156,randomized,10000,700,0.3222647031148274,0.3,,
157,randomized,10000,800,0.2960465749104817,0.2,,
158,randomized,50000,100,0.1295434157053629,0.2,,
159,full,10000,400,0.164348554611206,0.4,,
160,randomized,100000,600,1.4768126646677653,0.1,,
161,full,60000,500,1.348608382542928,0.1,,
162,randomized,50000,300,1.2001923084259034,0.5,,
163,randomized,100000,800,2.1845998605092367,0.1,,
164,randomized,80000,400,2.493276802698772,0.5,,
165,full,40000,700,1.387082306543986,0.2,,
166,randomized,10000,600,0.2004374980926513,0.2,,
167,full,70000,500,1.61052614847819,0.2,,
168,full,30000,200,0.1793553988138834,0.1,,
169,randomized,30000,900,0.5967845280965169,0.1,,
170,full,60000,500,1.3392769654591878,0.6,,
171,full,100000,100,0.6498164812723796,0.6,,
172,full,30000,200,0.1905960083007812,0.3,,
173,randomized,80000,700,2.48770850499471,0.2,,
174,full,10000,600,0.3155308405558268,0.4,,
175,full,10000,200,0.0553027788798014,0.1,,
176,randomized,100000,700,4.903258498509725,0.4,,
177,randomized,100000,1000,12.739281622568766,0.6,,
178,randomized,80000,600,4.09213547706604,0.5,,
179,randomized,100000,200,1.2352114995320638,0.4,,
180,full,100000,900,5.332737588882447,0.6,,
181,randomized,50000,900,4.985979159673055,0.6,,
182,full,60000,800,2.6811030864715577,0.5,,
183,full,100000,100,0.6652170181274414,0.3,,
184,full,80000,100,0.4898763338724772,0.6,,
185,full,30000,700,1.039477713902791,0.2,,
186,randomized,80000,100,0.2177010695139567,0.2,,
187,randomized,40000,800,0.7350566387176514,0.1,,
188,full,90000,900,4.619880549112955,0.2,,
189,randomized,40000,400,1.3661829948425293,0.6,,
190,full,70000,800,3.202419567108154,0.5,,
191,randomized,10000,600,0.4124183177947998,0.4,,
192,randomized,20000,100,0.0751558780670166,0.4,,
193,randomized,40000,500,1.7765950043996177,0.6,,
194,full,90000,700,3.407918294270833,0.5,,
195,full,10000,600,0.2998748143513997,0.6,,
196,randomized,10000,600,0.4293507099151611,0.5,,
197,full,70000,800,3.195689487457275,0.2,,
198,randomized,80000,900,8.490339501698811,0.6,,
199,full,50000,200,0.3850914637247721,0.1,,
200,randomized,60000,800,2.027048110961914,0.2,,
201,randomized,60000,200,0.4608628114064534,0.3,,
202,randomized,80000,1000,9.89709219932556,0.6,,
203,full,40000,500,0.8419243017832438,0.1,,
204,randomized,20000,500,0.2972974300384521,0.2,,
205,randomized,10000,1000,1.0160584767659506,0.5,,
206,randomized,20000,900,0.6556910514831543,0.2,,
207,randomized,60000,1000,3.6392958799997968,0.3,,
208,full,20000,1000,1.2608712196350098,0.6,,
209,randomized,30000,1000,1.230326541264852,0.2,,
210,full,30000,200,0.1750460624694824,0.2,,
211,randomized,10000,800,0.1844441731770833,0.1,,
212,randomized,70000,1000,5.572333876291911,0.4,,
213,randomized,60000,600,1.9801494916280111,0.3,,
214,randomized,40000,300,0.6110405604044596,0.4,,
215,full,40000,400,0.62100297609965,0.6,,
216,full,30000,200,0.1803229331970214,0.4,,
217,full,30000,900,1.457119639714559,0.5,,
218,randomized,60000,400,0.8475792884826661,0.2,,
219,randomized,80000,400,0.5958268960316976,0.1,,
220,randomized,50000,500,1.574411694208781,0.4,,
221,randomized,70000,400,2.4745453516642253,0.6,,
222,randomized,70000,700,2.1485167185465497,0.2,,
223,full,70000,100,0.4256095886230469,0.4,,
224,full,100000,800,5.043369293212891,0.3,,
225,randomized,80000,1000,8.497894032796223,0.5,,
226,full,40000,1000,2.324732939402262,0.4,,
227,randomized,60000,400,2.1371559143066405,0.6,,
228,full,30000,400,0.4262037754058838,0.2,,
229,full,40000,400,0.6246599833170573,0.5,,
230,randomized,30000,500,0.4779489040374756,0.2,,
231,full,10000,400,0.1522988637288411,0.6,,
232,randomized,100000,1000,8.403366152445475,0.4,,
233,full,70000,400,1.234174871444702,0.5,,
234,full,10000,100,0.0218928019205729,0.3,,
235,randomized,40000,800,1.272330633799235,0.2,,
236,full,20000,100,0.0404599666595459,0.6,,
237,full,100000,800,5.100210253397624,0.4,,
238,randomized,10000,300,0.1747507254282633,0.5,,
239,randomized,30000,1000,2.316075309117635,0.4,,
240,randomized,80000,300,2.21032608350118,0.5,,
241,full,10000,1000,0.7024170557657877,0.4,,
242,full,40000,400,0.6269468943277995,0.3,,
243,full,80000,800,3.7838972250620526,0.6,,
244,randomized,90000,500,3.451052443186442,0.5,,
245,randomized,50000,600,1.6293150107065837,0.3,,
246,randomized,40000,500,1.388905111948649,0.5,,
247,full,50000,900,2.40187627474467,0.2,,
248,full,30000,600,0.7900948047637939,0.4,,
249,randomized,20000,800,1.136771631240845,0.4,,
250,randomized,50000,300,1.2957442124684653,0.6,,
251,randomized,40000,600,1.2503966013590495,0.3,,
252,full,60000,400,1.0393081506093342,0.5,,
253,randomized,60000,500,2.1393865903218585,0.5,,
254,full,80000,500,1.9394310156504315,0.3,,
255,full,20000,300,0.191003131866455,0.3,,
256,full,80000,900,4.035088777542114,0.6,,
257,full,80000,600,2.390806102752685,0.2,,
258,randomized,40000,100,0.1694561958312988,0.4,,
259,full,70000,300,0.8818508148193359,0.6,,
260,randomized,50000,800,3.4716814200083417,0.5,,
261,full,100000,1000,6.360633786519369,0.4,,
262,randomized,20000,700,0.645037571589152,0.3,,
263,randomized,70000,700,1.208145523071289,0.1,,
264,randomized,40000,600,2.2082179387410483,0.6,,
265,full,80000,400,1.455425930023193,0.2,,
266,full,100000,300,1.429698292414347,0.6,,
267,full,80000,600,2.399325656890869,0.4,,
268,randomized,40000,300,0.8957890351613362,0.5,,
269,randomized,100000,600,5.218101231257121,0.5,,
270,randomized,60000,100,0.3347742398579915,0.5,,
271,full,90000,800,4.400978581110636,0.6,,
272,randomized,70000,300,1.8813791910807287,0.6,,
273,randomized,50000,400,1.749372386932373,0.6,,
274,randomized,20000,600,0.2520582993825276,0.1,,
275,randomized,10000,100,0.0361448764801025,0.5,,
276,randomized,100000,500,3.902016305923462,0.5,,
277,full,10000,100,0.0279544989267985,0.4,,
278,randomized,70000,200,0.228036371866862,0.1,,
279,full,90000,1000,5.498239469528198,0.1,,
280,full,60000,800,2.68015243212382,0.3,,
281,randomized,80000,100,0.1515686511993408,0.1,,
282,randomized,90000,100,0.2725222746531168,0.2,,
283,randomized,60000,700,4.193621444702148,0.6,,
284,full,70000,1000,4.155121485392253,0.5,,
285,full,60000,300,0.7236782232920329,0.5,,
286,randomized,40000,900,2.6176337877909344,0.4,,
287,randomized,80000,700,4.7241645971934,0.5,,
288,randomized,60000,700,3.3976756890614825,0.5,,
289,randomized,50000,100,0.2046424706776936,0.4,,
290,full,70000,200,0.6208070119222006,0.4,,
291,full,70000,600,2.083417590459188,0.3,,
292,full,50000,800,2.1656095504760744,0.6,,
293,randomized,20000,400,0.5372957547505697,0.5,,
294,randomized,50000,400,0.6458081086476644,0.2,,
295,full,40000,600,1.0920909563700358,0.4,,
296,randomized,60000,200,0.1957354704538981,0.1,,
297,randomized,40000,900,1.5379834651947022,0.2,,
298,randomized,40000,400,0.6828357537587484,0.3,,
299,full,60000,200,0.4984647591908773,0.4,,
300,randomized,90000,500,1.9916797002156577,0.2,,
301,full,100000,600,3.1953922430674235,0.4,,
302,randomized,40000,600,0.8495437145233155,0.2,,
303,randomized,10000,1000,0.7648316542307536,0.4,,
304,full,30000,1000,1.7718971729278563,0.2,,
305,full,10000,1000,0.706835397084554,0.5,,
306,randomized,60000,400,1.1954177220662434,0.3,,
307,full,70000,200,0.6135457356770834,0.1,,
308,full,100000,900,5.268960205713908,0.3,,
309,full,10000,200,0.0656546910603841,0.4,,
310,randomized,40000,500,0.3630223433176676,0.1,,
311,full,10000,400,0.1575090249379475,0.3,,
312,randomized,70000,300,1.021432892481486,0.3,,
313,full,90000,300,1.2154225667317708,0.2,,
314,full,40000,600,1.1028607845306395,0.3,,
315,full,40000,900,1.9753942489624023,0.2,,
316,full,70000,300,0.8829176902770997,0.1,,
317,randomized,70000,500,2.552731974919637,0.5,,
318,full,60000,1000,3.5349719365437826,0.5,,
319,randomized,100000,100,0.1884507656097412,0.1,,
320,full,100000,400,2.068941005071004,0.2,,
321,randomized,10000,400,0.2500485261281331,0.4,,
322,full,20000,800,0.8462986628214518,0.3,,
323,randomized,50000,200,0.1710081100463867,0.1,,
324,randomized,30000,200,0.1071257909138997,0.1,,
325,randomized,70000,200,1.1349922180175782,0.6,,
326,full,80000,500,1.920987542470296,0.2,,
327,randomized,90000,600,3.179184516270956,0.3,,
328,randomized,50000,700,1.4216798941294353,0.2,,
329,randomized,20000,100,0.0587369918823242,0.3,,
330,randomized,60000,900,3.0910345395406087,0.3,,
331,full,90000,1000,5.496874984105428,0.5,,
332,full,80000,800,3.7675342400868734,0.4,,
333,randomized,60000,500,0.5559192498524984,0.1,,
334,full,90000,900,4.631481695175171,0.3,,
335,full,50000,800,2.1817705631256104,0.1,,
336,full,50000,800,2.1786406993865968,0.5,,
337,full,90000,200,0.84797789255778,0.6,,
338,randomized,40000,600,1.8829713503519687,0.5,,
339,randomized,20000,200,0.2678599039713542,0.6,,
340,full,90000,800,4.320070950190226,0.1,,
341,randomized,50000,1000,1.3375162124633788,0.1,,
342,randomized,20000,100,0.1024377981821696,0.6,,
343,full,90000,700,3.369614267349243,0.2,,
344,full,70000,400,1.2361730416615804,0.1,,
345,full,20000,200,0.1079200585683186,0.1,,
346,randomized,100000,100,0.3444838682810465,0.2,,
347,full,100000,200,0.9960434754689534,0.3,,
348,randomized,60000,200,1.0206379254659017,0.6,,
349,randomized,30000,800,1.6467708905537923,0.4,,
350,randomized,10000,300,0.0511667410532633,0.1,,
351,randomized,70000,800,2.393683385848999,0.2,,
352,full,30000,1000,1.7591001828511557,0.3,,
353,randomized,90000,1000,11.315698671340945,0.6,,
354,full,100000,1000,6.338110987345377,0.3,,
355,full,60000,700,2.1213332653045653,0.6,,
356,randomized,80000,100,0.4012622197469075,0.4,,
357,full,30000,900,1.475730800628662,0.6,,
358,randomized,50000,700,0.7700002352396648,0.1,,
359,randomized,50000,500,1.7701034545898438,0.5,,
360,full,10000,800,0.4760104656219482,0.6,,
361,randomized,30000,800,0.534505573908488,0.1,,
362,full,80000,200,0.7291562398274739,0.2,,
363,randomized,100000,800,7.49473090171814,0.5,,
364,full,60000,100,0.3371386369069417,0.4,,
365,full,90000,100,0.5696245034535726,0.5,,
366,full,80000,300,1.04655065536499,0.1,,
367,full,50000,400,0.827846082051595,0.2,,
368,full,90000,700,3.430960369110108,0.6,,
369,full,70000,700,2.517809549967448,0.2,,
370,full,10000,700,0.3856029828389485,0.2,,
371,randomized,30000,200,0.2658694426218668,0.4,,
372,randomized,30000,800,0.907898998260498,0.2,,
373,randomized,30000,500,0.7073132991790771,0.3,,
374,randomized,60000,800,4.220465485254923,0.5,,
375,randomized,60000,600,2.415157763163249,0.4,,
376,randomized,30000,300,0.5857999006907145,0.5,,
377,full,80000,400,1.4623033046722411,0.3,,
378,full,50000,300,0.5787791093190511,0.4,,
379,randomized,10000,900,1.004218848546346,0.6,,
380,randomized,30000,100,0.0493418216705322,0.1,,
381,randomized,40000,200,0.1321354548136393,0.1,,
382,randomized,20000,600,0.9050470193227133,0.5,,
383,randomized,80000,400,2.9936104933420817,0.6,,
384,randomized,50000,1000,5.832760302225749,0.6,,
385,randomized,40000,100,0.1871625105539957,0.5,,
386,full,20000,700,0.7077909310658773,0.5,,
387,full,60000,100,0.3390924612681071,0.2,,
388,full,50000,100,0.2556215604146322,0.4,,
389,randomized,70000,700,3.230203151702881,0.4,,
390,randomized,60000,700,2.7304632663726807,0.4,,
391,randomized,80000,1000,4.986691824595133,0.3,,
392,randomized,40000,800,1.77106769879659,0.3,,
393,randomized,90000,200,1.5138076782226562,0.6,,
394,full,50000,500,1.0856621106465658,0.4,,
395,full,70000,400,1.226640272140503,0.6,,
396,randomized,90000,300,1.6693161805470784,0.4,,
397,full,70000,800,3.211571534474691,0.3,,
398,full,70000,100,0.4133389949798584,0.5,,
399,randomized,70000,600,4.022424030303955,0.6,,
400,full,70000,800,3.169719092051188,0.4,,
401,randomized,30000,600,0.3596592267354329,0.1,,
402,randomized,90000,500,3.044427506128947,0.4,,
403,full,70000,1000,4.190528440475464,0.6,,
404,full,80000,200,0.7421250820159913,0.3,,
405,full,60000,300,0.7257936318715413,0.3,,
406,full,50000,300,0.5763575712839762,0.1,,
407,full,30000,200,0.1788448015848795,0.6,,
408,full,100000,800,5.042601648966471,0.5,,
409,full,90000,700,3.418775113423665,0.3,,
410,full,20000,500,0.4211244901021321,0.5,,
411,full,60000,1000,3.554029925664266,0.6,,
412,randomized,40000,1000,1.0167009671529137,0.1,,
413,full,10000,300,0.0994522889455159,0.6,,
414,full,50000,1000,2.877086798350016,0.2,,
415,full,20000,400,0.2926177183787028,0.2,,
416,randomized,60000,200,0.690159781773885,0.4,,
417,randomized,30000,1000,1.782234795888265,0.3,,
418,randomized,70000,900,4.811972777048747,0.4,,
419,full,80000,200,0.7250291347503662,0.4,,
420,randomized,60000,500,1.9339412530263265,0.4,,
421,full,10000,700,0.4003101825714111,0.5,,
422,randomized,10000,700,0.45015975634257,0.4,,
423,randomized,80000,400,2.083397722244263,0.4,,
424,randomized,20000,300,0.3967406590779622,0.6,,
425,randomized,10000,900,0.8552933057149251,0.5,,
426,full,70000,100,0.3980978329976399,0.6,,
427,full,80000,900,4.047312211990357,0.1,,
428,full,90000,800,4.372923596700033,0.4,,
429,randomized,60000,100,0.1968961238861084,0.3,,
430,full,20000,200,0.0958831628163655,0.3,,
431,full,20000,400,0.2889258066813151,0.3,,
432,full,90000,900,4.636004114151001,0.5,,
433,full,70000,600,2.0593632380167644,0.6,,
434,randomized,60000,300,1.5106281121571858,0.5,,
435,full,70000,600,2.0816694577535,0.5,,
436,randomized,100000,400,0.832760731379191,0.1,,
437,full,20000,800,0.8879973570505778,0.4,,
438,full,60000,400,1.0266950607299803,0.6,,
439,randomized,90000,700,2.823690716425578,0.2,,
440,randomized,50000,1000,4.867949787775675,0.5,,
441,randomized,50000,800,1.6383200486501055,0.2,,
442,full,60000,100,0.3336652914683024,0.6,,
443,full,50000,1000,2.9012645562489827,0.1,,
444,randomized,90000,1000,4.130455859502157,0.2,,
445,full,80000,800,3.803191645940145,0.2,,
446,full,60000,900,2.930204073588053,0.4,,
447,randomized,100000,700,7.398828236262004,0.6,,
448,full,100000,200,0.9944148222605388,0.5,,
449,randomized,30000,100,0.12501114209493,0.4,,
450,randomized,20000,400,0.4117058595021566,0.4,,
451,full,60000,500,1.3429948488871255,0.4,,
452,full,90000,400,1.7183380762736002,0.3,,
453,full,70000,700,2.501840575536092,0.1,,
454,full,40000,500,0.8390127023061117,0.3,,
455,randomized,20000,1000,1.1336511452992757,0.3,,
456,randomized,90000,800,8.025806665420532,0.6,,
457,full,10000,500,0.2414185206095377,0.4,,
458,randomized,20000,1000,1.952471113204956,0.5,,
459,randomized,30000,400,0.6233330408732096,0.4,,
460,randomized,70000,400,1.760910971959432,0.4,,
461,full,70000,900,3.4212449232737225,0.3,,
462,randomized,90000,900,3.752011632919312,0.2,,
463,randomized,10000,200,0.0618376413981119,0.3,,
464,full,100000,900,5.3496187369028725,0.1,,
465,randomized,20000,300,0.0977778911590576,0.1,,
466,full,40000,1000,2.371916182835897,0.6,,
467,randomized,70000,600,2.884435669581096,0.4,,
468,full,70000,500,1.5935211499532065,0.4,,
469,full,80000,600,2.394221878051758,0.3,,
470,randomized,20000,500,0.653722095489502,0.5,,
471,full,40000,900,1.9488781293233235,0.3,,
472,full,70000,300,0.879841947555542,0.4,,
473,randomized,40000,1000,4.561463864644368,0.6,,
474,full,100000,100,0.6652973016103109,0.5,,
475,randomized,20000,700,1.1120636304219564,0.4,,
476,full,80000,200,0.7444541931152344,0.1,,
477,randomized,10000,200,0.1234019756317138,0.6,,
478,randomized,10000,600,0.5115431467692058,0.6,,
479,full,80000,1000,4.955865939458211,0.5,,
480,full,30000,700,1.0358358383178712,0.5,,
481,full,20000,500,0.4068691730499267,0.4,,
482,randomized,50000,700,2.2246066252390544,0.4,,
483,full,10000,800,0.4792462984720866,0.1,,
484,full,30000,500,0.604424015680949,0.6,,
485,randomized,10000,400,0.2487273852030436,0.5,,
486,full,80000,800,3.798994461695353,0.5,,
487,full,50000,1000,2.906320254007975,0.6,,
488,full,80000,500,1.920572598775228,0.4,,
489,randomized,30000,600,1.6607313315073648,0.6,,
490,full,90000,600,2.7760800043741862,0.5,,
491,randomized,80000,200,1.329662307103475,0.6,,
492,randomized,60000,500,1.7772902806599935,0.3,,
493,full,60000,300,0.7325731754302979,0.4,,
494,full,90000,500,2.2033547878265383,0.1,,
495,randomized,70000,100,0.4476507822672526,0.5,,
496,randomized,70000,200,0.3655372460683186,0.2,,
497,full,80000,300,1.0505730470021566,0.3,,
498,full,40000,300,0.4316686789194743,0.4,,
499,randomized,100000,100,0.8720946788787842,0.6,,
500,full,80000,100,0.5067870140075683,0.4,,
501,full,40000,200,0.278481658299764,0.2,,
502,full,70000,400,1.2337579727172852,0.2,,
503,full,10000,500,0.2253428936004638,0.3,,
504,randomized,80000,600,3.4028292179107664,0.4,,
505,full,10000,200,0.0570303281148274,0.5,,
506,full,10000,600,0.299161163965861,0.3,,
507,randomized,40000,700,1.5092044989267983,0.3,,
508,randomized,90000,600,5.355365626017252,0.6,,
509,full,70000,900,3.4497424443562825,0.6,,
510,randomized,100000,300,2.8314873059590657,0.5,,
511,full,40000,800,1.7121243476867676,0.4,,
512,randomized,70000,600,0.9468057155609132,0.1,,
513,full,20000,600,0.5254213015238444,0.3,,
514,randomized,50000,400,0.90363663037618,0.3,,
515,randomized,30000,300,0.147747008005778,0.1,,
516,full,30000,400,0.4344445387522379,0.4,,
517,randomized,40000,400,0.2894810199737548,0.1,,
518,randomized,10000,500,0.3172805627187093,0.5,,
519,full,100000,600,3.2100252310434976,0.1,,
520,randomized,40000,700,1.1175339221954346,0.2,,
521,full,90000,200,0.8542740345001221,0.4,,
522,full,20000,1000,1.2827393690745037,0.4,,
523,randomized,50000,1000,3.8214024384816487,0.4,,
524,full,80000,700,2.94500896135966,0.2,,
525,full,60000,200,0.5018865744272868,0.5,,
526,randomized,90000,400,2.3473980903625487,0.4,,
527,randomized,60000,900,4.933282438913981,0.5,,
528,full,50000,600,1.3988686402638753,0.5,,
529,randomized,20000,800,1.4329277674357097,0.5,,
530,full,60000,400,1.0266215006510415,0.2,,
531,full,100000,200,0.9850788275400798,0.6,,
532,randomized,90000,700,5.449724260965983,0.5,,
533,full,40000,900,1.9457324663798008,0.5,,
534,full,60000,800,2.6799214998881022,0.4,,
535,randomized,10000,900,0.3356393337249755,0.2,,
536,full,100000,700,3.978077983856201,0.1,,
537,full,100000,600,3.240433915456136,0.6,,
538,randomized,40000,500,1.2391002337137855,0.4,,
539,full,50000,700,1.7285038153330483,0.5,,
540,randomized,80000,600,4.746117337544759,0.6,,
541,randomized,70000,400,0.5230394840240479,0.1,,
542,randomized,20000,300,0.222162389755249,0.3,,
543,randomized,10000,800,0.413641087214152,0.3,,
544,randomized,20000,900,0.950296147664388,0.3,,
545,full,70000,900,3.467214997609456,0.2,,
546,full,20000,400,0.2999103387196858,0.5,,
547,randomized,80000,600,1.9541672865549724,0.2,,
548,randomized,60000,1000,6.689014530181884,0.6,,
549,randomized,50000,100,0.2679496924082438,0.5,,
550,randomized,50000,600,1.9882904529571528,0.4,,
551,full,50000,400,0.8217496395111084,0.3,,
552,full,60000,300,0.7278606096903483,0.1,,
553,randomized,80000,100,0.3051477432250976,0.3,,
554,randomized,90000,1000,7.421802997589111,0.4,,
555,randomized,50000,1000,2.151183271408081,0.2,,
556,randomized,30000,200,0.205708376566569,0.3,,
557,randomized,70000,500,2.131658999125163,0.3,,
558,full,30000,1000,1.7598053614298503,0.1,,
559,full,90000,900,4.619488350550333,0.1,,
560,randomized,100000,200,1.7219760100046793,0.6,,
561,randomized,30000,700,1.3427066167195638,0.4,,
562,full,10000,1000,0.7127192338307698,0.3,,
