solver,r,c,comp,time,sing_values
full,70000,300,4,0.9053308725357057,"[8136.049712128706, 8124.509213792969, 8106.789712942304, 8099.909482779734]"
full,80000,600,12,2.4280367374420164,"[8850.79301343338, 8847.58235148356, 8841.725261832156, 8832.827929010982, 8827.826000906496, 8821.315327821994, 8820.633913928365, 8818.184374893592, 8813.291272039714, 8803.515655800442, 8800.423791499663, 8144.7307206920495]"
full,10000,500,8,0.2161897659301757,"[3528.7172128009165, 3521.551179298084, 3505.299495122644, 3503.1753912950353, 3498.2088922379753, 3490.6992371351716, 3488.7934357179606, 3477.91520253008]"
full,100000,400,1,2.041210079193115,[9698.84442419006]
randomized,50000,800,20,0.6500138998031616,"[7262.907200866187, 7249.008113685056, 7236.840715427937, 7235.245987943119, 7233.977665684407, 7224.430002211232, 7217.315943088216, 7215.210382586324, 7212.6917152011765, 7209.525351045775, 7203.301983597413, 7198.689892810976, 7197.036163031144, 7193.982040868217, 7187.501121125613, 6437.738436454009, 0.6989516153476911, 0.697024713506689, 0.6960397656124195, 0.6942199998006279]"
full,70000,100,8,0.4080127000808716,"[7913.004333847332, 7675.890168364743, 0.7898454202854596, 0.7894327680071884, 0.786856925300843, 0.7861059887764269, 0.7855421232482701, 0.7847307146276705]"
full,70000,500,4,1.599829363822937,"[8275.775839086484, 8263.180754907731, 8251.400921319875, 8245.540842563349]"
randomized,100000,100,14,0.2998467922210693,"[9405.78898666522, 9130.827451323948, 0.9287800272827157, 0.9275848054273057, 0.9256341965256721, 0.9250218948512495, 0.9231082790473479, 0.9225599890926028, 0.920941850786442, 0.9200039392149527, 0.9193582154536474, 0.918802630140756, 0.9187006722207887, 0.9174024093828345]"
full,40000,200,8,0.2778571128845215,"[6163.904449433384, 6159.075239921206, 6154.846927805204, 5787.418277875299, 0.6139549550100586, 0.613470308015593, 0.6123848572475137, 0.6120413093984185]"
randomized,30000,900,14,0.40626060962677,"[5855.914184098582, 5848.365378601145, 5840.420789495554, 5834.736472871684, 5831.337007363841, 5821.6024933937015, 5816.487835875593, 5814.2193447922045, 5811.90089179875, 5809.855132380573, 5802.907436268817, 5797.676443299243, 5796.1793399098715, 5790.808658649892]"
randomized,30000,200,8,0.1361792564392089,"[5397.578042955282, 5393.951531217712, 5371.863598120235, 5016.602031921609, 0.5275243114514496, 0.5256365766336863, 0.5236997357641354, 0.5227391332970808]"
randomized,10000,100,16,0.0278972387313842,"[3160.2583022109775, 2897.6324846804873, 0.3113481247029032, 0.3102330297081727, 0.3091115383368741, 0.3065048302785463, 0.30619837784888926, 0.30525986490230095, 0.3045091389841653, 0.30342736669824977, 0.3031006445530775, 0.3027158990645212, 0.30183840336127515, 0.3006234645231563, 0.29951169096000313, 0.2989029575315006]"
randomized,60000,900,4,0.7558635473251343,"[7927.347380626713, 7908.134906074152, 7902.244087690037, 7896.669615016057]"
full,60000,1000,10,3.526237678527832,"[7974.902431822378, 7966.103397670503, 7959.75533640629, 7954.81507948164, 7943.201927764347, 7937.160391530114, 7936.480684974618, 7931.669996094167, 7928.961667048945, 7923.492722443473]"
full,30000,300,1,0.2783449172973632,[5500.387885198708]
randomized,30000,800,4,0.347597336769104,"[5805.160818495045, 5791.712919967093, 5787.071354761721, 5780.550114372465]"
full,50000,300,14,0.575850248336792,"[6964.436979565701, 6932.833201987834, 6924.519416377992, 6916.025967469435, 6911.59378021467, 6453.248154307007, 0.6909467455900211, 0.6901409196781956, 0.6897781201560602, 0.6883880589016619, 0.6880889587457122, 0.6877954241271145, 0.6872948533480793, 0.6867509125933889]"
full,90000,500,8,2.212182402610779,"[9297.469223543825, 9288.089468973398, 9282.25875782376, 9274.471023932945, 9264.805702551907, 9263.169144136344, 9257.447803404482, 9252.97695111146]"
randomized,90000,400,8,0.5563173770904541,"[9229.563227149058, 9224.186191252918, 9214.307168059746, 9200.697369125839, 9195.627862739606, 9188.976372487778, 9187.01221750253, 8660.403712612992]"
randomized,100000,600,6,0.8710270881652832,"[9826.661133805515, 9809.787207290101, 9803.832428840142, 9795.585802411473, 9786.85977171669, 9784.091808266861]"
randomized,70000,100,10,0.2003453731536865,"[7913.0043338473315, 7675.890168364745, 0.7783257959769085, 0.7777656584436884, 0.7765598967283132, 0.7761470965013197, 0.7745198479475497, 0.7733780748532697, 0.772129142465001, 0.7714036019725999]"
randomized,100000,300,6,0.4727420806884765,"[9625.655197757716, 9612.15217378871, 9604.833276090472, 9599.586022572317, 9581.990853951396, 9114.918458567738]"
randomized,40000,400,6,0.2478129148483276,"[6338.195755142784, 6332.098212858205, 6326.645100166404, 6313.555817819619, 6310.400949365761, 6306.571410438762]"
full,100000,200,12,1.011964201927185,"[9520.870530371209, 9514.966097632701, 9501.635377462413, 9116.746358934239, 0.9498185087084153, 0.9485888489083021, 0.9485287071316532, 0.9476751117961385, 0.9464407683329621, 0.9462325979513746, 0.9458418730714719, 0.9451359585262628]"
full,50000,700,20,1.7536117792129515,"[7225.146784089913, 7200.124670915721, 7195.245158238562, 7186.9688245179095, 7185.450533596507, 7175.690896139034, 7167.513329754211, 7163.117814157022, 7159.150422233939, 7155.379036377895, 7151.368974508339, 7147.929675500768, 7144.29345567971, 6459.240421237955, 0.7135205346005394, 0.7134476148379235, 0.7126535113289649, 0.7125962701260377, 0.7121944656228935, 0.7116922829628632]"
full,20000,1000,14,1.2168834447860717,"[4982.466033149151, 4975.630697495657, 4972.591435576576, 4968.76358166669, 4965.0018924060205, 4960.285225204009, 4952.055714981013, 4946.988213717085, 4941.649435652636, 4936.110519063783, 4933.734014200358, 4922.024331934952, 4920.2415368824695, 4917.472982898756]"
randomized,80000,900,8,1.0686536312103272,"[9021.490401475403, 9015.755807407839, 9011.787673462377, 9009.693234627695, 9000.892362825225, 8989.974501293806, 8983.503743767376, 8977.63794716155]"
randomized,80000,700,12,0.8574343919754028,"[8929.3941555345, 8914.937893667398, 8900.592517848392, 8898.42564402332, 8894.712571312255, 8887.388051130483, 8882.849342574633, 8879.950343578312, 8876.19601067957, 8863.382855901898, 8859.947877805225, 8851.710287172451]"
randomized,70000,900,18,1.0057641506195067,"[8498.173101559643, 8490.053722264813, 8481.665360119616, 8477.90894221317, 8475.178195100703, 8464.88087887638, 8456.830017313436, 8448.089834397875, 8444.470620230135, 8437.369127758218, 8434.289222622096, 8433.15733108873, 8428.074428668206, 8425.247793552266, 8422.28525352919, 8418.049026467252, 8413.271103752571, 7618.07742499309]"
randomized,80000,800,20,1.0618295907974242,"[8968.282350418212, 8963.795430771599, 8952.27420974341, 8946.788686512164, 8943.400312013802, 8935.944982017547, 8932.696023273667, 8924.146541956548, 8922.803166139116, 8919.871792927846, 8916.82789768091, 8908.914033187704, 8907.623975162776, 8902.565280200659, 8900.203308812916, 8142.0864750637975, 0.8643577449433288, 0.862108314206926, 0.860301118186152, 0.8598092319194784]"
full,10000,900,16,0.6022921800613403,"[3749.4381690071004, 3734.359748262181, 3728.701261254698, 3724.9044107466534, 3718.1989393341355, 3709.6132878076464, 3701.6871157997884, 3699.3054076185613, 3696.888348585655, 3694.7855168447777, 3690.573777481856, 3688.372889471415, 3686.314667228785, 3676.8634539641753, 3673.5111561147205, 3666.914631906466]"
full,60000,400,1,1.0291521549224854,[7635.555945306967]
randomized,100000,800,18,1.3039844036102295,"[9944.551339060068, 9930.932459829564, 9920.767263176576, 9916.659054498305, 9903.830956132115, 9901.465112756216, 9894.425092699757, 9889.221273852409, 9884.816019595874, 9883.226646844292, 9876.597990795159, 9873.396302837122, 9871.46045722407, 9867.649633918405, 9864.26820987664, 9107.924293164833, 0.9593075298964269, 0.9577836782918756]"
full,10000,1000,12,0.6978209733963012,"[3791.571486006295, 3782.313161632109, 3777.386631330084, 3770.2987988507703, 3765.279990495102, 3759.379750384144, 3752.8938867305806, 3749.0412325770317, 3747.235481560224, 3741.366336189854, 3737.6107121302102, 3726.9422982665033]"
randomized,80000,800,18,1.021626019477844,"[8968.282350418212, 8963.795430771614, 8952.274209743424, 8946.78868651216, 8943.400312013799, 8935.94498201754, 8932.696023273678, 8924.146541956556, 8922.803166139118, 8919.871792927843, 8916.827897680905, 8908.914033187708, 8907.623975162787, 8902.565280200659, 8900.203308812926, 8142.086475063798, 0.8658149745782031, 0.8627214774240174]"
full,90000,1000,18,5.576078701019287,"[9568.277268264252, 9554.080128250931, 9553.197301952749, 9541.8071015918, 9536.927585373229, 9533.268863397625, 9527.149575157298, 9521.182047760381, 9516.057919409874, 9515.598087989765, 9511.835746633264, 9500.155071969211, 9496.542297624537, 9493.462025094195, 9492.07273294363, 9489.176222003585, 9486.25913247155, 9484.682901303755]"
randomized,10000,200,12,0.0327713727951049,"[3288.8588705769685, 3273.4356872688745, 3268.6479128433793, 2918.9120418324164, 0.3213168757639356, 0.3183681381905267, 0.3179701116821542, 0.3163369561223621, 0.3153233077902225, 0.31419632555318683, 0.3125701329511418, 0.31179701573669144]"
randomized,50000,900,2,0.605574083328247,"[7304.74696135145, 7296.717801532424]"
randomized,30000,300,14,0.1461243152618408,"[5500.387885198718, 5481.134974697217, 5473.435163215384, 5465.9294564084175, 5456.713415888508, 4991.37445815769, 0.5339654792134496, 0.5313053296918331, 0.53049283713159, 0.5302369896537082, 0.5284868423885277, 0.5277026987813674, 0.5261283828052715, 0.5250951694120508]"
full,30000,100,6,0.0679538011550903,"[5272.332492355383, 5019.635962507878, 0.5264496582982633, 0.5255044742324884, 0.5245677586573131, 0.5238907001607062]"
randomized,70000,200,14,0.3276924848556518,"[8035.5606512052755, 8023.400862030796, 8015.831708455528, 7632.039940281163, 0.7865962132556167, 0.7849649550923582, 0.7843959158819729, 0.7824486129055798, 0.7820597824015711, 0.7804757656410236, 0.7784966341122649, 0.7780787552096728, 0.7774508121773411, 0.7770610421451364]"
randomized,10000,400,18,0.0727218389511108,"[3446.4302369060997, 3440.307649846465, 3431.613156939907, 3430.080826683977, 3420.1773008702753, 3412.141115609917, 3409.9176146759382, 2914.883126838815, 0.3336153537740186, 0.3329900084684647, 0.33224817415795954, 0.33149802862276245, 0.33046904484567446, 0.3297647714406986, 0.3292702732957517, 0.32738990200724905, 0.3262315002031987, 0.3261002138712947]"
full,90000,1000,14,5.645959997177124,"[9568.277268264252, 9554.080128250931, 9553.197301952749, 9541.8071015918, 9536.927585373229, 9533.268863397625, 9527.149575157298, 9521.182047760381, 9516.057919409874, 9515.598087989765, 9511.835746633264, 9500.155071969211, 9496.542297624537, 9493.462025094195]"
full,20000,100,10,0.0401767253875732,"[4370.04274438359, 4100.394200089637, 0.4342822147278631, 0.43373882493979526, 0.43266215455818907, 0.43192806165075026, 0.4315862946213524, 0.42949836914175693, 0.4286495329655354, 0.42833602968054313]"
randomized,30000,400,8,0.1946160078048706,"[5562.591117852822, 5557.485601104817, 5555.713442575874, 5538.06886718815, 5528.492679437544, 5526.946802162318, 5526.1412902597185, 4998.705315641226]"
full,30000,300,20,0.2755579948425293,"[5500.387885198708, 5481.134974697214, 5473.435163215378, 5465.92945640842, 5456.713415888511, 4991.374458157691, 0.5452411114435641, 0.5441457239972012, 0.5433491963080586, 0.542856102018387, 0.5423105974828746, 0.5415884073729003, 0.5414633946447228, 0.5411880309795434, 0.5405011797294451, 0.5400644855096576, 0.5397227596284643, 0.5393193037817434, 0.5388104859149038, 0.5385498856131407]"
full,60000,200,16,0.5015484809875488,"[7462.155953247914, 7456.91134566449, 7446.159408098179, 7057.55259465901, 0.7443676115905085, 0.7433603592656925, 0.7427698943349043, 0.742371531043681, 0.7419527855781485, 0.7406186107628777, 0.7400538723704962, 0.7399490486624466, 0.7392614018273341, 0.7387631532967541, 0.7378836723172781, 0.7374267689627113]"
randomized,40000,100,1,0.0687838077545166,[6039.098020753726]
full,30000,900,20,1.433278703689575,"[5855.914184098578, 5848.365378601136, 5840.420789495555, 5834.736472871688, 5831.337007363835, 5821.602493393697, 5816.487835875595, 5814.219344792205, 5811.900891798752, 5809.855132380571, 5802.9074362688125, 5797.676443299236, 5796.1793399098715, 5790.808658649885, 5785.707842331929, 5780.85229442433, 5778.063746231504, 4980.557248861175, 0.577513276497755, 0.5771853107874813]"
full,70000,800,4,3.199205446243286,"[8447.265225607714, 8437.8351423023, 8428.483841257143, 8417.470966517647]"
full,40000,300,10,0.4285943508148193,"[6272.033780190407, 6255.831413580092, 6239.263767583065, 6237.491981609832, 6228.951362406376, 5758.676727920889, 0.6222083396373503, 0.6221173639196527, 0.6218105315275266, 0.6204864219375827]"
full,50000,200,6,0.3782561302185058,"[6841.235073520951, 6837.411939964267, 6834.127292601145, 6448.0623940033665, 0.6825088544998024, 0.6817758445874474]"
randomized,60000,100,18,0.1922506093978881,"[7337.458108245655, 7099.024701922921, 0.7262293947904803, 0.7236727339575677, 0.7216511102828704, 0.7212648942399847, 0.72062404614014, 0.7193357477435255, 0.7178672504231237, 0.7177261033588369, 0.7166075758109196, 0.7153183318645067, 0.7145812355343563, 0.7134357545174619, 0.7128199161915343, 0.7120517462969902, 0.7105912967495239, 0.709359825930461]"
randomized,80000,1000,12,1.1573662519454957,"[9075.036994458464, 9054.139527053876, 9046.376968073873, 9044.986071610638, 9041.351968428306, 9031.045860378548, 9029.379554995667, 9024.260346191782, 9020.629890487615, 9016.485170806005, 9014.763704356568, 9011.204409071654]"
randomized,80000,100,4,0.1632621765136718,"[8442.642480988947, 8188.778917063274, 0.8300233464363548, 0.8286683412725829]"
full,100000,200,18,0.9860512971878052,"[9520.870530371209, 9514.966097632701, 9501.635377462413, 9116.746358934239, 0.9498185087084153, 0.9485888489083021, 0.9485287071316532, 0.9476751117961385, 0.9464407683329621, 0.9462325979513746, 0.9458418730714719, 0.9451359585262628, 0.9449243017402253, 0.9447296725203822, 0.9437885916640864, 0.9435255264002731, 0.9428634284889011, 0.9425510540839984]"
full,40000,100,6,0.1353777647018432,"[6039.098020753723, 5789.87598269765, 0.6030096734890774, 0.6026781167867992, 0.6016610784253577, 0.6012628316784091]"
full,90000,700,4,3.453439974784851,"[9426.683382688381, 9411.025695294613, 9402.509238513901, 9396.685111739034]"
randomized,70000,200,12,0.2949633598327636,"[8035.5606512052755, 8023.400862030798, 8015.831708455531, 7632.039940281168, 0.78625788447277, 0.7844411294965964, 0.7836902186542767, 0.7823911872529485, 0.7813275748258116, 0.7798662276498645, 0.7788457399968524, 0.7782577310949313]"
randomized,20000,200,2,0.0532871484756469,"[4493.505434721518, 4473.265462523515]"
full,60000,100,20,0.3353147506713867,"[7337.458108245655, 7099.024701922918, 0.733371739229685, 0.7320344969654609, 0.7316133030555468, 0.730169122312566, 0.7294631939176642, 0.7287194404623633, 0.7281842283905066, 0.7279077112656378, 0.7268447822569977, 0.7261508144747219, 0.7258046929904053, 0.7251250558265872, 0.7247871997632859, 0.7243215795510938, 0.7236337434907046, 0.7234290144059744, 0.7227132194235883, 0.7222229036237796]"
full,80000,700,14,2.9874842405319213,"[8929.394155534508, 8914.937893667404, 8900.592517848394, 8898.425644023328, 8894.71257131225, 8887.388051130492, 8882.849342574633, 8879.950343578317, 8876.196010679572, 8863.382855901897, 8859.947877805233, 8851.710287172446, 8847.744053617827, 8174.287425945165]"
randomized,50000,300,18,0.2677282810211182,"[6964.436979565697, 6932.833201987833, 6924.519416377994, 6916.025967469431, 6911.593780214676, 6453.248154307011, 0.6760139567657534, 0.6738999514263836, 0.6731162114147331, 0.672928288588607, 0.6709986628257646, 0.6700394509079515, 0.6688689239632963, 0.6685342957895458, 0.6677451891410171, 0.6659723490403364, 0.6654832284795161, 0.6647356588154053]"
full,30000,600,20,0.7733330488204956,"[5694.9584722118325, 5678.907793510778, 5675.290214976574, 5673.147098493712, 5665.674108841451, 5657.534921652504, 5655.944536198059, 5642.687261088106, 5642.342170607812, 5638.585622020672, 5634.901589141533, 4982.004226355551, 0.5630603699685183, 0.5625497866244953, 0.5620231073455184, 0.5615362817690751, 0.5613477746284292, 0.5609411476280054, 0.5607796726217753, 0.5604488327085241]"
full,40000,700,8,1.3599714517593384,"[6538.807409191292, 6514.463997932105, 6505.422975195046, 6499.243132721076, 6492.797203155532, 6489.188918050972, 6485.547103915445, 6480.053794978073]"
full,60000,500,16,1.349637770652771,"[7706.044897650082, 7698.838713026322, 7688.5943199212925, 7676.809665971397, 7669.65120469484, 7667.793537033347, 7664.467490101185, 7655.621516743657, 7653.199744873874, 7066.251398589637, 0.7647422625368256, 0.7642505314653232, 0.7640519295801831, 0.7638060129734096, 0.7631998059968781, 0.7627586815709997]"
full,70000,400,6,1.2317675352096558,"[8200.455652131563, 8192.548416846495, 8191.824299456951, 8176.064146692068, 8171.403778285493, 8166.100304889314]"
randomized,20000,1000,16,0.3008605241775512,"[4982.466033149145, 4975.630697495656, 4972.591435576569, 4968.763581666689, 4965.001892406017, 4960.2852252040075, 4952.055714981016, 4946.988213717085, 4941.6494356526355, 4936.11051906378, 4933.734014200355, 4922.02433193495, 4920.241536882471, 4917.472982898755, 4912.1904050726425, 4907.868605444588]"
randomized,50000,500,4,0.3577348709106445,"[7089.760396376937, 7083.308992633249, 7071.190092257078, 7063.217581693519]"
randomized,100000,800,6,1.1596826314926147,"[9944.551339060074, 9930.932459829568, 9920.767263176587, 9916.659054498294, 9903.830956132128, 9901.46511275623]"
full,70000,800,8,3.207042169570923,"[8447.265225607714, 8437.8351423023, 8428.483841257143, 8417.470966517647, 8415.719598566819, 8414.5967621019, 8407.09179978879, 8399.046106526435]"
full,90000,100,2,0.5937772512435913,"[8934.769831021824, 8672.657879516186]"
full,70000,700,1,2.526305818557739,[8399.062893533643]
full,90000,200,4,0.8658223867416381,"[9053.656889871376, 9041.312718657553, 9033.674691851422, 8641.084373169642]"
full,60000,800,16,2.6914902687072755,"[7876.686704502922, 7865.644194628679, 7859.3116482990645, 7854.348224896298, 7846.583041352034, 7839.569452675953, 7837.894854040643, 7833.110158517346, 7831.886618517006, 7821.872668723953, 7819.126498747782, 7816.206859641173, 7814.13853034226, 7810.960782311637, 7806.0329045143335, 7052.270371895912]"
full,50000,1000,16,2.924933362007141,"[7369.31117874367, 7347.510291245426, 7345.360604151306, 7342.854177021494, 7336.617665627891, 7334.135696500489, 7323.709892478192, 7317.998086611721, 7310.599986767151, 7305.255851763914, 7302.284995824448, 7298.4855090919855, 7297.890626828548, 7293.53226998935, 7292.199311879482, 7283.710003610027]"
randomized,70000,200,8,0.2677764177322387,"[8035.560651205277, 8023.400862030791, 8015.8317084555265, 7632.039940281165, 0.7868754714722186, 0.7836311388865795, 0.7830443065519808, 0.7817218795634505]"
randomized,40000,1000,1,0.522159481048584,[6674.980271118412]
full,60000,700,2,2.166868042945862,"[7836.900355013437, 7826.715032875993]"
randomized,40000,400,12,0.2703655958175659,"[6338.195755142781, 6332.098212858201, 6326.645100166404, 6313.555817819614, 6310.400949365759, 6306.571410438759, 6294.665654718047, 5784.301104082923, 0.6121642868222463, 0.6119246198772742, 0.6111779730841971, 0.6097633088231093]"
full,40000,300,14,0.4214197874069214,"[6272.033780190407, 6255.831413580092, 6239.263767583065, 6237.491981609832, 6228.951362406376, 5758.676727920889, 0.6222083396373503, 0.6221173639196527, 0.6218105315275266, 0.6204864219375827, 0.6203625303355299, 0.6195510857127828, 0.6193504541185677, 0.6190535166866066]"
full,20000,900,14,1.055922842025757,"[4941.214944674226, 4927.5616942207635, 4922.236671774441, 4917.950959660199, 4909.128859210945, 4905.950906514547, 4904.149257763525, 4893.334367274963, 4886.709321985075, 4882.932630689248, 4880.3673160484595, 4875.84578358508, 4871.298078238518, 4867.418577116549]"
full,80000,100,18,0.5146815061569214,"[8442.642480988943, 8188.778917063274, 0.8427313128751498, 0.8410992109444521, 0.8393778252460264, 0.8391925550814667, 0.8380244490178947, 0.8376377427818585, 0.8371818769989183, 0.8366402741738057, 0.8366239606691319, 0.8357485373890301, 0.8346804442452629, 0.8343604885957701, 0.8340494956770456, 0.8334616286052657, 0.8334169784727768, 0.8322472551793397]"
randomized,40000,800,8,0.4673591136932373,"[6575.1547561950165, 6563.350025855018, 6559.761904905747, 6549.1242879699475, 6548.224578388239, 6545.789333878238, 6534.93823679756, 6529.958537504519]"
randomized,30000,1000,2,0.3899621248245239,"[5893.390996208362, 5887.403875804563]"
full,20000,600,20,0.5174319744110107,"[4778.950095966509, 4772.00570720045, 4760.386125439137, 4758.8948073507145, 4753.853988159437, 4743.189529476695, 4742.162648811512, 4734.095894417022, 4722.091208331252, 4715.52831307278, 4713.761893296734, 4073.25804817087, 0.4713009358421895, 0.47118250933940087, 0.4703902239981752, 0.4699460569399243, 0.4696714274995304, 0.4693855781664894, 0.46894464856852563, 0.46821008421255605]"
full,80000,800,18,3.875207996368408,"[8968.282350418214, 8963.795430771605, 8952.27420974341, 8946.788686512167, 8943.400312013808, 8935.944982017545, 8932.696023273658, 8924.146541956548, 8922.803166139129, 8919.87179292785, 8916.827897680909, 8908.914033187712, 8907.623975162785, 8902.565280200668, 8900.20330881292, 8142.086475063806, 0.8896472471092839, 0.8894089241302485]"
randomized,70000,800,6,0.7893701791763306,"[8447.265225607716, 8437.835142302301, 8428.48384125713, 8417.47096651765, 8415.719598566815, 8414.596762101895]"
randomized,20000,800,12,0.2413086414337158,"[4885.549091104873, 4876.066319193573, 4869.117620584581, 4865.023245812148, 4860.671173806548, 4854.124144959868, 4847.322411454161, 4842.890847757141, 4836.749213328393, 4832.408752864038, 4829.136962583729, 4826.882776234922]"
full,10000,200,4,0.0580614328384399,"[3288.8588705769703, 3273.4356872688745, 3268.6479128433784, 2918.912041832415]"
randomized,70000,900,4,0.8983185529708863,"[8497.078617647805, 8482.296423705893, 8475.99728649422, 8470.178043027829]"
randomized,30000,700,1,0.2903764009475708,[5748.958758563621]
full,20000,800,2,0.824879264831543,"[4885.549091104875, 4876.06631919358]"
full,80000,200,14,0.7294581413269043,"[8556.959564117291, 8546.090816549071, 8533.302300275882, 8153.314415897173, 0.8528537823260606, 0.8520945559427664, 0.8517350888939906, 0.851127185374796, 0.8506315293272816, 0.8502811265653145, 0.8497199781950582, 0.8492058498792265, 0.8485589318650972, 0.8479264349129704]"
randomized,40000,1000,4,0.5356231689453125,"[6678.27822387925, 6659.839455897926, 6654.930156912693, 6650.547841183737]"
full,40000,900,10,1.9462819337844848,"[6625.617848465548, 6623.889505259173, 6614.131145610018, 6611.177411886743, 6605.051718871042, 6599.498592538514, 6592.7218784610195, 6589.184770148341, 6587.696389136409, 6581.502342812346]"
full,60000,100,14,0.3352831602096557,"[7337.458108245655, 7099.024701922918, 0.733371739229685, 0.7320344969654609, 0.7316133030555468, 0.730169122312566, 0.7294631939176642, 0.7287194404623633, 0.7281842283905066, 0.7279077112656378, 0.7268447822569977, 0.7261508144747219, 0.7258046929904053, 0.7251250558265872]"
full,50000,700,4,1.741689920425415,"[7225.146784089913, 7200.124670915721, 7195.245158238562, 7186.9688245179095]"
full,30000,600,12,0.7873159885406494,"[5694.9584722118325, 5678.907793510778, 5675.290214976574, 5673.147098493712, 5665.674108841451, 5657.534921652504, 5655.944536198059, 5642.687261088106, 5642.342170607812, 5638.585622020672, 5634.901589141533, 4982.004226355551]"
randomized,90000,600,8,0.7914116859436036,"[9349.303436613476, 9338.577851690987, 9330.92391142625, 9324.134179635663, 9323.286685089337, 9318.05301755367, 9314.344031275972, 9311.56638512114]"
full,30000,600,2,0.7885315179824829,"[5694.9584722118325, 5678.907793510778]"
randomized,70000,600,8,0.6126957416534424,"[8330.444667979966, 8328.218174116988, 8315.565988528318, 8309.285502206092, 8308.090174445524, 8294.706248068427, 8290.745084909202, 8289.324091308728]"
full,60000,700,4,2.114303159713745,"[7836.900355013437, 7826.715032875993, 7811.6374716673345, 7805.644198362285]"
randomized,20000,600,18,0.1930482864379882,"[4778.950095966506, 4772.005707200446, 4760.386125439135, 4758.894807350714, 4753.853988159428, 4743.189529476698, 4742.162648811513, 4734.095894417025, 4722.091208331248, 4715.5283130727785, 4713.761893296732, 4073.258048170869, 0.46020688441488533, 0.4579503976004928, 0.45761698182296334, 0.45599328983138604, 0.45488465545607737, 0.4542399701541204]"
full,30000,900,1,1.4464135885238647,[5855.914184098578]
full,10000,500,10,0.2185613870620727,"[3528.7172128009165, 3521.551179298084, 3505.299495122644, 3503.1753912950353, 3498.2088922379753, 3490.6992371351716, 3488.7934357179606, 3477.91520253008, 3475.103008985959, 2917.964772296905]"
full,10000,900,10,0.5780375480651856,"[3749.4381690071004, 3734.359748262181, 3728.701261254698, 3724.9044107466534, 3718.1989393341355, 3709.6132878076464, 3701.6871157997884, 3699.3054076185613, 3696.888348585655, 3694.7855168447777]"
randomized,20000,500,16,0.1862725496292114,"[4716.999064296403, 4708.638486998775, 4698.771192054115, 4696.939928542362, 4684.755600146225, 4677.638157842511, 4671.75000956989, 4669.208708517933, 4665.95107985697, 4082.9817447332402, 0.454307615763205, 0.45417196804462406, 0.4527481491407925, 0.451802371280675, 0.45055977817843196, 0.45017616099330965]"
full,20000,800,1,0.8368058204650879,[4885.549091104875]
full,90000,500,12,2.181636691093445,"[9297.469223543825, 9288.089468973398, 9282.25875782376, 9274.471023932945, 9264.805702551907, 9263.169144136344, 9257.447803404482, 9252.97695111146, 9247.501883770205, 8668.789941746974, 0.9240269675708882, 0.9234891780300725]"
randomized,30000,200,12,0.1246849536895751,"[5397.578042955281, 5393.951531217713, 5371.863598120231, 5016.602031921606, 0.5258670266222576, 0.5251880206721758, 0.5234983551143234, 0.522443656480339, 0.5222067374411573, 0.5210611123288595, 0.5197262790924438, 0.5192566623595828]"
full,50000,300,16,0.5818984985351563,"[6964.436979565701, 6932.833201987834, 6924.519416377992, 6916.025967469435, 6911.59378021467, 6453.248154307007, 0.6909467455900211, 0.6901409196781956, 0.6897781201560602, 0.6883880589016619, 0.6880889587457122, 0.6877954241271145, 0.6872948533480793, 0.6867509125933889, 0.6865460030294693, 0.6859975854074716]"
full,100000,700,20,3.9325639724731447,"[9891.363070341367, 9879.409370193373, 9867.582203652322, 9862.128432232454, 9856.584389240159, 9852.458877433737, 9847.750017350223, 9841.38196244917, 9834.920068015363, 9828.24337880604, 9824.512374156338, 9820.530353915527, 9816.90374274692, 9124.382840227621, 0.9810851582314296, 0.980933050901537, 0.9800878865346806, 0.9799649022463037, 0.979609781789588, 0.9794688621695203]"
full,10000,400,2,0.1498480558395385,"[3446.430236906101, 3440.307649846468]"
full,100000,1000,12,6.473292851448059,"[10027.25843468594, 10022.327658611195, 10019.02772889038, 10010.925876711244, 10003.23935624239, 9999.432230179393, 9995.697201353956, 9993.718623777258, 9986.028624627714, 9982.560290132065, 9978.149676721876, 9972.729112588975]"
full,40000,500,8,0.8332486391067505,"[6411.968297986344, 6399.859786552823, 6391.203802450272, 6388.112194955377, 6378.24466087044, 6370.508509355874, 6361.718594275333, 6355.775013913401]"
randomized,90000,700,1,0.8670350790023804,[9418.21529757145]
randomized,20000,1000,18,0.3015612363815307,"[4982.466033149153, 4975.630697495655, 4972.5914355765735, 4968.763581666691, 4965.0018924060205, 4960.28522520401, 4952.055714981017, 4946.988213717084, 4941.649435652638, 4936.110519063778, 4933.734014200361, 4922.024331934955, 4920.241536882469, 4917.472982898757, 4912.190405072648, 4907.868605444586, 4906.817829494161, 4904.247108735063]"
randomized,20000,200,18,0.0766324043273925,"[4493.505434721523, 4473.2654625235145, 4468.596421375505, 4106.863922275754, 0.4387704160380873, 0.43594509027842576, 0.43564562903581494, 0.4350837967594882, 0.43407640240591916, 0.4327544378493456, 0.43177057912205985, 0.4309031582825932, 0.43049887054351743, 0.42924684280729164, 0.42796110185662967, 0.4275692798262136, 0.4267656622574429, 0.4259170451515324]"
